tool	rank	metric	sample	value
Kraken2_8GB	superkingdom	False positives	mock	1.0
Kraken2_8GB	superkingdom	Completeness	mock	1.0
Kraken2_8GB	superkingdom	Purity	mock	0.6666666666666666
Kraken2_8GB	superkingdom	F1 score	mock	0.8
Kraken2_8GB	superkingdom	Jaccard index	mock	0.6666666666666666
Kraken2_8GB	phylum	True positives	mock	15.0
Kraken2_8GB	phylum	False negatives	mock	0.0
Kraken2_8GB	phylum	False positives	mock	7.0
Kraken2_8GB	phylum	Completeness	mock	1.0
Kraken2_8GB	phylum	Purity	mock	0.6818181818181818
Kraken2_8GB	phylum	F1 score	mock	0.8108108108108109
Kraken2_8GB	phylum	Jaccard index	mock	0.6818181818181818
Kraken2_8GB	class	True positives	mock	17.0
Kraken2_8GB	class	False negatives	mock	0.0
Kraken2_8GB	class	False positives	mock	18.0
Kraken2_8GB	class	Completeness	mock	1.0
Kraken2_8GB	class	Purity	mock	0.4857142857142857
Kraken2_8GB	class	F1 score	mock	0.6538461538461539
Kraken2_8GB	class	Jaccard index	mock	0.4857142857142857
Kraken2_8GB	order	True positives	mock	19.0
Kraken2_8GB	order	False negatives	mock	0.0
Kraken2_8GB	order	False positives	mock	59.0
Kraken2_8GB	order	Completeness	mock	1.0
Kraken2_8GB	order	Purity	mock	0.24358974358974358
Kraken2_8GB	order	F1 score	mock	0.3917525773195876
Kraken2_8GB	order	Jaccard index	mock	0.24358974358974358
Kraken2_8GB	family	True positives	mock	18.0
Kraken2_8GB	family	False negatives	mock	1.0
Kraken2_8GB	family	False positives	mock	141.0
Kraken2_8GB	family	Completeness	mock	0.9473684210526315
Kraken2_8GB	family	Purity	mock	0.11320754716981132
Kraken2_8GB	family	F1 score	mock	0.20224719101123595
Kraken2_8GB	family	Jaccard index	mock	0.1125
Kraken2_8GB	genus	True positives	mock	16.0
Kraken2_8GB	genus	False negatives	mock	3.0
Kraken2_8GB	genus	False positives	mock	350.0
Kraken2_8GB	genus	Completeness	mock	0.8421052631578947
Kraken2_8GB	genus	Purity	mock	0.04371584699453552
Kraken2_8GB	genus	F1 score	mock	0.08311688311688312
Kraken2_8GB	genus	Jaccard index	mock	0.04336043360433604
Kraken2_8GB	species	True positives	mock	10.0
Kraken2_8GB	species	False negatives	mock	10.0
Kraken2_8GB	species	False positives	mock	1424.0
Kraken2_8GB	species	Completeness	mock	0.5
Kraken2_8GB	species	Purity	mock	0.00697350069735007
Kraken2_8GB	species	F1 score	mock	0.01375515818431912
Kraken2_8GB	species	Jaccard index	mock	0.006925207756232687
Kraken2_8GB	superkingdom	L1 norm error	mock	0.03258660999999993
Kraken2_8GB	phylum	L1 norm error	mock	0.28132411
Kraken2_8GB	class	L1 norm error	mock	0.6293369099999999
Kraken2_8GB	order	L1 norm error	mock	0.72844296
Kraken2_8GB	family	L1 norm error	mock	0.7328752800000008
Kraken2_8GB	genus	L1 norm error	mock	0.7393326300000003
Kraken2_8GB	species	L1 norm error	mock	1.0128915000000043
Kraken2_8GB	na	Weighted UniFrac error	mock	0.03428779959333338
Kraken2_8GB	na	Unweighted UniFrac error	mock	71.9686460200194
Kraken2_8GB	na	Weighted UniFrac (CAMI)	mock	4.156789947252663
Kraken2_8GB	na	Unweighted UniFrac (CAMI)	mock	10197.999776580009
Kraken2_8GB	superkingdom	Sum of abundances	mock	1.00000001
Kraken2_8GB	phylum	Sum of abundances	mock	0.9999999900000001
Kraken2_8GB	class	Sum of abundances	mock	1.00000003
Kraken2_8GB	order	Sum of abundances	mock	1.00000004
Kraken2_8GB	family	Sum of abundances	mock	1.00000008
Kraken2_8GB	genus	Sum of abundances	mock	1.0000003499999999
Kraken2_8GB	species	Sum of abundances	mock	1.0000008599999999
Kraken2_8GB	superkingdom	Taxon counts	mock	3.0
Kraken2_8GB	phylum	Taxon counts	mock	22.0
Kraken2_8GB	class	Taxon counts	mock	35.0
Kraken2_8GB	order	Taxon counts	mock	78.0
Kraken2_8GB	family	Taxon counts	mock	159.0
Kraken2_8GB	genus	Taxon counts	mock	366.0
Kraken2_8GB	species	Taxon counts	mock	1434.0
MetaPhlAn4	superkingdom	Bray-Curtis distance	mock	0.02094759999999997
MetaPhlAn4	phylum	Bray-Curtis distance	mock	0.42017371420173694
MetaPhlAn4	class	Bray-Curtis distance	mock	0.42017371710086854
MetaPhlAn4	order	Bray-Curtis distance	mock	0.4214270942142709
MetaPhlAn4	family	Bray-Curtis distance	mock	0.421427094214271
MetaPhlAn4	genus	Bray-Curtis distance	mock	0.5025260750252607
MetaPhlAn4	species	Bray-Curtis distance	mock	0.5296081776480409
MetaPhlAn4	superkingdom	Shannon diversity	mock	0.014583428118243206
MetaPhlAn4	superkingdom	Shannon equitability	mock	0.02103943942535014
MetaPhlAn4	phylum	Shannon diversity	mock	1.750363134532188
MetaPhlAn4	phylum	Shannon equitability	mock	0.7043979437543539
MetaPhlAn4	class	Shannon diversity	mock	2.0383852474268784
MetaPhlAn4	class	Shannon equitability	mock	0.7947077947161557
MetaPhlAn4	order	Shannon diversity	mock	2.161325047117168
MetaPhlAn4	order	Shannon equitability	mock	0.818976163519821
MetaPhlAn4	family	Shannon diversity	mock	2.161325047117168
MetaPhlAn4	family	Shannon equitability	mock	0.818976163519821
MetaPhlAn4	genus	Shannon diversity	mock	2.161325047117168
MetaPhlAn4	genus	Shannon equitability	mock	0.818976163519821
MetaPhlAn4	species	Shannon diversity	mock	2.241317726133956
MetaPhlAn4	species	Shannon equitability	mock	0.8276499915775978
MetaPhlAn4	superkingdom	True positives	mock	2.0
MetaPhlAn4	superkingdom	False negatives	mock	0.0
MetaPhlAn4	superkingdom	False positives	mock	0.0
MetaPhlAn4	superkingdom	Completeness	mock	1.0
MetaPhlAn4	superkingdom	Purity	mock	1.0
MetaPhlAn4	superkingdom	F1 score	mock	1.0
MetaPhlAn4	superkingdom	Jaccard index	mock	1.0
MetaPhlAn4	phylum	True positives	mock	12.0
MetaPhlAn4	phylum	False negatives	mock	3.0
MetaPhlAn4	phylum	False positives	mock	0.0
MetaPhlAn4	phylum	Completeness	mock	0.8
MetaPhlAn4	phylum	Purity	mock	1.0
MetaPhlAn4	phylum	F1 score	mock	0.888888888888889
MetaPhlAn4	phylum	Jaccard index	mock	0.8
MetaPhlAn4	class	True positives	mock	13.0
MetaPhlAn4	class	False negatives	mock	4.0
MetaPhlAn4	class	False positives	mock	0.0
MetaPhlAn4	class	Completeness	mock	0.7647058823529411
MetaPhlAn4	class	Purity	mock	1.0
MetaPhlAn4	class	F1 score	mock	0.8666666666666666
MetaPhlAn4	class	Jaccard index	mock	0.7647058823529411
MetaPhlAn4	order	True positives	mock	14.0
MetaPhlAn4	order	False negatives	mock	5.0
MetaPhlAn4	order	False positives	mock	0.0
MetaPhlAn4	order	Completeness	mock	0.7368421052631579
MetaPhlAn4	order	Purity	mock	1.0
MetaPhlAn4	order	F1 score	mock	0.8484848484848484
MetaPhlAn4	order	Jaccard index	mock	0.7368421052631579
MetaPhlAn4	family	True positives	mock	14.0
MetaPhlAn4	family	False negatives	mock	5.0
MetaPhlAn4	family	False positives	mock	0.0
MetaPhlAn4	family	Completeness	mock	0.7368421052631579
MetaPhlAn4	family	Purity	mock	1.0
MetaPhlAn4	family	F1 score	mock	0.8484848484848484
MetaPhlAn4	family	Jaccard index	mock	0.7368421052631579
MetaPhlAn4	genus	True positives	mock	13.0
MetaPhlAn4	genus	False negatives	mock	6.0
MetaPhlAn4	genus	False positives	mock	1.0
MetaPhlAn4	genus	Completeness	mock	0.6842105263157895
MetaPhlAn4	genus	Purity	mock	0.9285714285714286
MetaPhlAn4	genus	F1 score	mock	0.7878787878787878
MetaPhlAn4	genus	Jaccard index	mock	0.65
MetaPhlAn4	species	True positives	mock	10.0
MetaPhlAn4	species	False negatives	mock	10.0
MetaPhlAn4	species	False positives	mock	5.0
MetaPhlAn4	species	Completeness	mock	0.5
MetaPhlAn4	species	Purity	mock	0.6666666666666666
MetaPhlAn4	species	F1 score	mock	0.5714285714285715
MetaPhlAn4	species	Jaccard index	mock	0.4
MetaPhlAn4	superkingdom	L1 norm error	mock	0.04189519999999994
MetaPhlAn4	phylum	L1 norm error	mock	0.8403474199999996
MetaPhlAn4	class	L1 norm error	mock	0.8403474299999999
MetaPhlAn4	order	L1 norm error	mock	0.8428541799999998
MetaPhlAn4	family	L1 norm error	mock	0.8428541800000002
MetaPhlAn4	genus	L1 norm error	mock	1.0050521399999999
MetaPhlAn4	species	L1 norm error	mock	1.05921635
MetaPhlAn4	na	Weighted UniFrac error	mock	0.050410304435
MetaPhlAn4	na	Unweighted UniFrac error	mock	0.25653153227882886
MetaPhlAn4	na	Weighted UniFrac (CAMI)	mock	5.472566900000002
MetaPhlAn4	na	Unweighted UniFrac (CAMI)	mock	46.00000008000001
MetaPhlAn4	superkingdom	Sum of abundances	mock	1.0
MetaPhlAn4	phylum	Sum of abundances	mock	0.99999998
MetaPhlAn4	class	Sum of abundances	mock	0.9999999900000001
MetaPhlAn4	order	Sum of abundances	mock	0.99999998
MetaPhlAn4	family	Sum of abundances	mock	0.99999998
MetaPhlAn4	genus	Sum of abundances	mock	0.99999998
MetaPhlAn4	species	Sum of abundances	mock	0.9999999900000001
MetaPhlAn4	superkingdom	Taxon counts	mock	2.0
MetaPhlAn4	phylum	Taxon counts	mock	12.0
MetaPhlAn4	class	Taxon counts	mock	13.0
MetaPhlAn4	order	Taxon counts	mock	14.0
MetaPhlAn4	family	Taxon counts	mock	14.0
MetaPhlAn4	genus	Taxon counts	mock	14.0
MetaPhlAn4	species	Taxon counts	mock	15.0
